pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-1937 A b,TOI-1937 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,94.667.944,47,-47,0,19.320,350,-390,0,13.978,661,-695,0,1.247,59,-62,0,63.883.510,5.403.083,-5.085.255,0,201.000,17.000,-16.000,0,Mass,0,,,0,3230.00,220.00,-213.00,0,2097,35,-36,0,0,1.410.000,160.000,-160.000,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5814.00,91.00,-93.00,0,01.08,0.03,-0.02,0,01.07,0.06,-0.06,0,196,84,-84,0,[Fe/H],4.40,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h45m28.97s,1.163.707.214,-52d22m59.73s,-523.832.587,4.151.350.000,29.290.000,-28.890.000,131.800.000,1.030.000,-1.030.000,112.260.000,210.000,-210.000,130.168.000,7.410,-7.410,2023-02-27,2023-03,2023-02-27
TOI-198 b,TOI-198,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,1.021.520.000,6.000,-6.000,0,100.000,6.000,-6.000,0,1.440,80,-80,0,128,7,-7,0,,,,,,,,,,,,,,,,,,368,26,-26,0,0,89.400,6.400,-6.400,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,M0 V,3650.00,75.00,-75.00,0,0.44,0.02,-0.02,0,0.47,0.02,-0.02,0,-700,500,-500,0,[Fe/H],4.75,0.25,-0.25,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h09m05.16s,22.715.087,-27d07m18.28s,-271.217.452,237.262.000,265.500,-265.500,116.880.000,140.000,-140.000,78.560.000,210.000,-210.000,109.187.000,6.550,-6.550,2023-08-22,2023-03,2023-08-22
TOI-199 b,TOI-199,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230914915H/abstract target=ref>Hobson et al. 2023</a>,10.485.400.000,100.000,-200.000,0,425.400,2.000,-2.000,0,9.079,56,-56,0,810,5,-5,0,5.403.083,635.657,-635.657,0,17.000,2.000,-2.000,0,Mass,90.000,10.000,-20.000,0,,,,,,,,,1,,,,,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230914915H/abstract target=ref>Hobson et al. 2023</a>,G9 V,5255.00,12.00,-10.00,0,0.82,0.00,0.00,0,0.94,0.00,-0.01,0,220,30,-30,0,[Fe/H],4.58,0.00,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h20m25.41s,801.058.735,-59d53m43.56s,-598.954.326,1.022.700.000,1.910.000,-1.900.000,107.010.000,80.000,-80.000,88.140.000,210.000,-210.000,105.784.000,3.170,-3.170,2023-10-09,2023-09,2023-10-09
TOI-1994 b,TOI-1994,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PAGE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..109P/abstract target=ref>Page et al. 2024</a>,403.371.420,510,-510,0,61.300,1.900,-1.900,0,13.675,919,-796,0,1.220,82,-71,0,702.400.779,82.635.386,-79.457.102,0,2.210.000,260.000,-250.000,0,Mass,341.000,54.000,-59.000,0,,,,,2290,170,-110,0,0,296.900,13.000,-9.100,0,<a refstr=PAGE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..109P/abstract target=ref>Page et al. 2024</a>,,7700.00,720.00,-410.00,0,2.30,0.13,-0.12,0,1.86,0.18,-0.17,0,-10,300,-420,0,[Fe/H],3.98,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h48m41.90s,1.471.745.753,-51d45m23.63s,-517.565.640,5.156.030.000,91.990.000,-88.890.000,105.140.000,60.000,-60.000,97.750.000,210.000,-210.000,104.280.000,3.730,-3.730,2024-03-10,2024-03,2024-03-10
TOI-2000 b,TOI-2000,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,309.833.000,2.100,-1.900,0,42.710,760,-670,0,2.700,150,-150,0,241,14,-14,0,1.100.000,240.000,-240.000,0,3.470,770,-750,0,Mass,0,,,0,628.00,48.00,-43.00,0,1488,122,-160,0,0,,,,,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,,5611.00,85.00,-82.00,0,1.13,0.04,-0.04,0,01.08,0.06,-0.05,0,439,41,-43,0,[Fe/H],4.36,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h45m35.30s,1.463.970.631,-66d41m11.87s,-666.866.307,1.757.130.000,7.600.000,-7.540.000,109.840.000,120.000,-120.000,93.030.010,210.000,-210.000,108.542.000,3.160,-3.160,2023-06-27,2023-06,2023-06-27
TOI-2000 c,TOI-2000,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,912.705.500,730,-720,0,87.800,1.600,-1.400,0,8.140,310,-300,0,727,28,-27,0,8.170.000,470.000,-460.000,0,25.700,1.500,-1.400,0,Mass,63.000,23.000,-22.000,0,149.00,12.00,-10.00,0,1038,84,-111,0,0,,,,,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,,5611.00,85.00,-82.00,0,1.13,0.04,-0.04,0,01.08,0.06,-0.05,0,439,41,-43,0,[Fe/H],4.36,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h45m35.30s,1.463.970.631,-66d41m11.87s,-666.866.307,1.757.130.000,7.600.000,-7.540.000,109.840.000,120.000,-120.000,93.030.010,210.000,-210.000,108.542.000,3.160,-3.160,2023-06-27,2023-06,2023-06-27
TOI-201 b,TOI-201,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..235H/abstract target=ref>Hobson et al. 2021</a>,5.297.818.000,4.000,-4.000,0,300.000,20.000,-30.000,0,11.299,135,-168,0,1.008,12,-15,0,13.348.860,1.589.150,-953.490,0,42.000,5.000,-3.000,0,Mass,280.000,60.000,-90.000,0,,,,,759,37,-26,0,0,,,,,<a refstr=HOBSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..235H/abstract target=ref>Hobson et al. 2021</a>,F6 V,6394.00,75.00,-75.00,0,1.32,0.01,-0.01,0,1.32,0.03,-0.03,0,240,36,-36,0,[Fe/H],4.32,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h49m36.43s,874.017.825,-54d54m37.52s,-549.104.230,1.138.250.000,3.470.000,-3.450.000,90.700.000,300.000,-300.000,78.460.000,240.000,-240.000,89.400.400,2.070,-2.070,2021-03-25,2021-05,2021-04-01
TOI-2010 b,TOI-2010,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231110232M/abstract target=ref>Mann et al. 2023</a>,14.183.402.500,6.500,-6.600,0,551.600,7.800,-9.300,0,11.814,303,-303,0,1.054,27,-27,0,40.872.733,1.748.056,-1.811.622,0,128.600,5.500,-5.700,0,Mass,212.000,22.000,-21.000,0,04.09,0.22,-0.21,0,400,6,-6,0,0,1.160.000,11.000,-11.000,0,<a refstr=MANN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231110232M/abstract target=ref>Mann et al. 2023</a>,F0,5929.00,74.00,-74.00,0,01.08,0.03,-0.03,0,1.11,0.05,-0.06,0,168,55,-55,0,[Fe/H],4.42,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m40.07s,2.921.669.417,+53d29m14.53s,534.873.694,1.091.900.000,3.220.000,-3.200.000,98.490.000,40.000,-40.000,82.810.000,160.000,-160.000,96.956.800,3.200,-3.200,2023-11-29,2023-12,2023-11-29
TOI-2015 b,TOI-2015,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=JONES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231011775J/abstract target=ref>Jones et al. 2023</a>,334.896.800,400,-400,0,30.100,1.300,-1.200,0,3.390,140,-130,0,302,12,-12,0,1.640.000,410.000,-410.000,0,5.160,1.290,-1.290,0,Mass,0,,,0,11.47,1.00,-0.95,0,512,11,-11,0,0,870.000,38.000,-37.000,0,<a refstr=JONES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231011775J/abstract target=ref>Jones et al. 2023</a>,M4,3194.00,56.00,-56.00,0,0.33,0.01,-0.01,0,0.34,0.02,-0.03,0,50,140,-140,0,[Fe/H],4.95,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h28m31.84s,2.321.326.528,+27d21m39.86s,273.610.730,473.444.000,1.133.000,-1.126.000,161.100.000,2.000.000,-2.000.000,102.630.000,190.000,-190.000,141.760.000,6.020,-6.020,2024-05-28,2023-10,2024-05-28
TOI-2018 b,TOI-2018,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230608179D/abstract target=ref>Dai et al. 2023</a>,743.558.300,2.200,-2.200,0,,,,,2.268,69,-69,0,202,6,-6,0,920.000,210.000,-210.000,0,2.895,661,-661,0,Mass,0,,,0,,,,,,,,,0,,,,,<a refstr=DAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230608179D/abstract target=ref>Dai et al. 2023</a>,K V,4174.00,34.00,-42.00,0,0.62,0.01,-0.01,0,0.57,0.02,-0.02,0,-580,180,-180,0,[Fe/H],4.62,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m20.99s,2.298.374.423,+29d12m28.36s,292.078.771,279.956.000,214.000,-213.000,102.500.000,300.000,-300.000,71.040.000,170.000,-170.000,97.199.900,2.710,-2.710,2023-06-27,2023-06,2023-06-27
TOI-2019 b,TOI-2019,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,1.534.440.000,570.000,-570.000,0,128.000,3.000,-3.000,0,5.333,264,-208,0,476,24,-19,0,3.440.000,440.000,-440.000,0,10.823,1.384,-1.384,0,Mass,0,,,0,,,,,917,20,-15,0,0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5626.00,77.00,-78.00,0,1.75,0.03,-0.03,0,1.18,0.11,-0.02,0,409,58,-56,0,[Fe/H],04.03,0.04,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h37m43.62s,2.344.317.651,+48d57m18.74s,489.552.060,1.980.070.000,8.230.000,-8.170.000,102.630.000,50.000,-50.000,85.980.000,140.000,-140.000,100.769.000,1.910,-1.910,2024-07-23,2024-06,2024-07-23
TOI-2025 b,TOI-2025,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,887.209.820,770,-770,0,89.200,1.800,-2.300,0,11.893,370,-347,0,1.061,33,-31,0,114.418.227,10.488.337,-10.488.337,0,360.000,33.000,-33.000,0,Mass,394.000,35.000,-38.000,0,,,,,1166,18,-16,0,0,557.800,7.800,-6.500,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,,5977.00,79.00,-78.00,0,1.46,0.04,-0.04,0,1.20,0.07,-0.09,0,150,110,-100,0,[Fe/H],4.19,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m10.86s,2.827.952.558,+82d14m43.49s,822.454.143,3.359.850.000,24.340.000,-24.000.000,115.990.000,210.000,-210.000,100.100.000,210.000,-210.000,113.637.000,2.900,-2.900,2023-03-15,2023-02,2023-03-15
TOI-2046 b,TOI-2046,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,149.718.420,310,-330,0,,,,,16.141,1.233,-1.233,0,1.440,110,-110,0,73.100.534,8.899.195,-8.899.195,0,230.000,28.000,-28.000,0,Mass,,,,,,,,,,,,,0,,,,,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,F8 V,6250.00,140.00,-140.00,0,1.21,0.07,-0.07,0,1.13,0.19,-0.19,0,-60,150,-150,0,[Fe/H],4.30,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h04m44.39s,161.849.423,+74d19m52.70s,743.313.055,2.896.680.000,22.250.000,-21.910.000,115.520.000,180.000,-180.000,100.940.000,230.000,-230.000,114.128.000,4.570,-4.570,2022-05-23,2022-05,2022-05-23
TOI-2048 b,TOI-2048,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NEWTON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..115N/abstract target=ref>Newton et al. 2022</a>,1.379.019.000,65.000,-84.000,0,,,,,2.610,170,-160,0,233,15,-14,0,,,,,,,,,,130.000,180.000,-90.000,0,,,,,,,,,0,,,,,<a refstr=NEWTON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..115N/abstract target=ref>Newton et al. 2022</a>,G V,5185.00,60.00,-60.00,0,0.79,0.04,-0.04,0,0.83,0.03,-0.03,0,20,80,-80,0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h51m41.79s,2.379.241.066,+52d18m22.71s,523.063.083,1.165.670.000,2.920.000,-2.900.000,114.310.000,170.000,-170.000,94.390.000,140.000,-140.000,113.252.000,8.980,-8.980,2023-01-18,2022-09,2023-01-18
TOI-206 b,TOI-206,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,73.631.040,30,-30,0,11.200,100,-100,0,1.300,50,-50,0,116,4,-4,0,,,,,,,,,,,,,,,,,,910,36,-36,0,0,,,,,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3383.00,157.00,-157.00,0,0.35,0.01,-0.01,0,0.35,0.01,-0.01,0,,,,,,4.89,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h54m57.17s,737.382.202,-62d31m18.75s,-625.218.740,477.465.000,1.100.000,-1.095.000,149.380.000,1.260.000,-1.260.000,100.600.000,220.000,-220.000,136.662.000,6.700,-6.700,2022-02-15,2022-02,2022-02-15
TOI-2068 b,TOI-2068,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231100688M/abstract target=ref>Mistry et al. 2023</a>,776.891.500,2.500,-3.700,0,63.200,1.100,-1.100,0,1.821,162,-149,0,162,14,-13,0,,,,,,,,,,,,,,12.23,0.73,-0.73,0,521,14,-14,0,0,97.000,15.000,-14.000,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231100688M/abstract target=ref>Mistry et al. 2023</a>,,3710.00,57.00,-58.00,0,0.54,0.02,-0.02,0,0.56,0.03,-0.03,0,270,150,-200,0,[Fe/H],4.73,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h25m05.65s,1.862.735.600,+60d25m06.04s,604.183.455,529.328.000,586.000,-586.000,130.070.000,90.000,-90.000,90.070.000,220.000,-220.000,122.210.000,3.190,-3.190,2024-04-15,2023-11,2024-04-15
TOI-2076 b,TOI-2076,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,1.035.509.600,1.800,-1.800,0,88.000,2.000,-2.000,0,2.771,143,-95,0,247,13,-9,0,1.610.000,830.000,-820.000,0,5.066,2.611,-2.580,0,Mass,0,,,0,,,,,688,15,-12,0,1,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5192.00,61.00,-58.00,0,0.80,0.03,-0.02,0,0.86,0.02,-0.02,0,20,58,-59,0,[Fe/H],4.57,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.08s,2.173.920.159,+39d47m25.44s,397.903.991,419.091.000,528.000,-526.000,91.390.000,20.000,-20.000,71.150.000,170.000,-170.000,89.102.800,4.770,-4.770,2024-07-22,2024-06,2024-07-22
TOI-2076 c,TOI-2076,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2.101.532.700,2.300,-2.300,0,142.000,3.000,-3.000,0,3.694,142,-111,0,330,13,-10,0,5.500.000,,,1,17.305,,,1,Mass,0,,,0,,,,,543,12,-10,0,1,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5192.00,61.00,-58.00,0,0.80,0.03,-0.02,0,0.86,0.02,-0.02,0,20,58,-59,0,[Fe/H],4.57,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.08s,2.173.920.159,+39d47m25.44s,397.903.991,419.091.000,528.000,-526.000,91.390.000,20.000,-20.000,71.150.000,170.000,-170.000,89.102.800,4.770,-4.770,2024-07-22,2024-06,2024-07-22
TOI-2076 d,TOI-2076,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.512.568.600,8.600,-8.600,0,199.000,4.000,-4.000,0,3.431,211,-252,0,306,19,-22,0,2.900.000,,,1,9.124,,,1,Mass,0,,,0,,,,,458,10,-8,0,0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5192.00,61.00,-58.00,0,0.80,0.03,-0.02,0,0.86,0.02,-0.02,0,20,58,-59,0,[Fe/H],4.57,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.08s,2.173.920.159,+39d47m25.44s,397.903.991,419.091.000,528.000,-526.000,91.390.000,20.000,-20.000,71.150.000,170.000,-170.000,89.102.800,4.770,-4.770,2024-07-22,2024-06,2024-07-22
TOI-2081 b,TOI-2081,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>,1.050.534.000,7.000,-8.000,0,75.200,4.700,-11.900,0,2.040,500,-540,0,182,45,-48,0,,,,,,,,,,,,,,8.10,1.10,-2.60,0,488,28,-52,0,0,,,,,<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>,M1.0,3800.00,100.00,-100.00,0,0.53,0.08,-0.08,0,0.54,0.08,-0.08,0,-500,,,-1,[Fe/H],4.50,,,-1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h37m12.54s,2.643.022.634,+53d01m32.04s,530.255.666,623.446.000,833.500,-833.500,133.690.000,350.000,-350.000,95.230.000,210.000,-210.000,126.594.000,2.750,-2.750,2022-06-27,2022-06,2022-06-27
TOI-2084 b,TOI-2084,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230615095B/abstract target=ref>Barkaoui et al. 2023</a>,607.842.470,960,-960,0,50.060,1.030,-1.030,0,2.470,130,-130,0,220,12,-12,0,,,,,,,,,,,,,,12.80,0.80,-0.80,0,527,8,-8,0,0,195.000,27.100,-27.300,0,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230615095B/abstract target=ref>Barkaoui et al. 2023</a>,M2+/-0.5,3551.00,49.00,-52.00,0,0.47,0.01,-0.01,0,0.45,0.03,-0.03,0,-130,200,-200,0,[Fe/H],4.75,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h17m01.09s,2.592.545.389,+72d44m49.28s,727.470.231,1.145.490.000,3.420.000,-3.390.000,151.150.000,650.000,-650.000,111.480.000,200.000,-200.000,144.096.000,4.700,-4.700,2023-07-25,2023-06,2023-07-25
TOI-2088 b,TOI-2088,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,12.472.997.000,65.000,-65.000,0,472.000,9.000,-9.000,0,3.683,193,-141,0,329,17,-13,0,3.700.000,,,1,11.642,,,1,Mass,0,,,0,,,,,300,7,-5,0,0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5081.00,56.00,-54.00,0,0.85,0.03,-0.02,0,0.90,0.02,-0.03,0,339,58,-59,0,[Fe/H],4.53,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h25m29.97s,2.613.748.943,+75d52m56.21s,758.822.796,1.264.600.000,3.600.000,-3.580.000,116.380.000,340.000,-340.000,95.210.000,150.000,-150.000,114.808.000,3.560,-3.560,2024-07-22,2024-06,2024-07-22
